@relation features

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute label {arrow,other}

@data
0.24124,2.080794,1.636932,0.786686,3906,8.270269,4.865667,1.080176,arrow
1.257642,2.838486,1.914257,0.674394,3570,8.180321,4.703816,1.635806,arrow
1.27934,2.647604,1.900837,0.717946,5880,8.679312,4.984731,2.192381,arrow
1.356325,2.014208,1.557032,0.773024,2222,7.706163,4.638298,1.861892,arrow
1.242004,2.543925,1.813707,0.712956,2465,7.809947,4.497706,1.52234,arrow
1.207505,2.473368,2.247236,0.908573,5566,8.624432,4.863286,1.353117,arrow
1.185179,2.469593,2.108092,0.853619,4141,8.328693,4.69139,1.534681,arrow
1.289317,2.026692,1.678775,0.828333,1992,7.596894,4.45899,1.2818,arrow
1.29537,2.614741,1.66924,0.638396,2392,7.779885,4.560208,1.702133,arrow
1.193143,2.328354,1.74832,0.750882,5808,8.666992,4.868864,1.575166,arrow
1.290119,2.20754,1.713686,0.776288,3552,8.175266,4.749449,1.342749,arrow
1.343394,2.214866,1.692297,0.764063,3388,8.127995,4.821872,1.465792,arrow
1.010287,3.494883,2.197354,0.628735,5546,8.620832,4.709368,1.446068,arrow
1.060308,3.174511,2.036872,0.641633,1400,7.244228,4.048409,1.675999,arrow
1.33296,2.349043,1.770804,0.753841,2376,7.773174,4.623674,1.755624,arrow
0.44976,2.115678,1.869832,0.883798,406,6.006353,3.472044,1.003017,arrow
1.295886,2.873918,1.935824,0.673584,429,6.061457,3.701835,1.992071,arrow
1.268986,2.682358,1.875434,0.699174,3498,8.159947,4.709692,1.765817,arrow
1.219352,2.590412,1.855956,0.716471,2970,7.996317,4.562881,1.46896,arrow
0.569756,2.970667,2.104756,0.708513,2624,7.872455,4.33082,1.080469,arrow
1.331053,2.214262,1.701552,0.768451,1980,7.590852,4.528828,1.63581,arrow
1.111197,3.84674,2.152612,0.559594,4851,8.48694,4.704678,2.518103,arrow
0.389317,5.28242,2.561649,0.484939,5616,8.633375,4.839953,1.237937,arrow
1.121037,2.992018,2.037733,0.681057,3654,8.203578,4.570656,1.243016,arrow
1.060308,3.161782,2.172337,0.687061,3150,8.055158,4.453874,1.272757,arrow
0.516231,3.204514,2.038575,0.636157,3108,8.041735,4.443688,1.169413,arrow
0.454515,2.873538,1.96722,0.684598,3784,8.238537,4.584394,1.145295,arrow
1.149109,2.68146,1.788744,0.667079,5136,8.54403,4.764506,1.927001,arrow
1.009422,4.156258,2.164797,0.520852,5917,8.685585,4.741327,1.317752,arrow
0.287576,2.350788,1.766981,0.751655,5964,8.693497,4.99776,1.01243,arrow
1.259798,2.484253,1.81118,0.729064,2268,7.726654,4.479977,2.405072,arrow
0.326827,2.581681,1.810291,0.701206,4720,8.459564,4.825071,1.297522,arrow
1.16115,2.906372,1.975593,0.679745,2508,7.827241,4.417096,2.221919,arrow
1.223735,2.635938,1.894418,0.718689,3196,8.069655,4.60477,1.743664,arrow
0.401023,2.502966,1.845167,0.737192,6625,8.798606,4.910976,1.647747,arrow
1.226396,3.18697,2.027398,0.636152,3036,8.018296,4.582305,1.748215,arrow
1.149806,2.860509,1.924794,0.672885,2010,7.60589,4.296058,1.079708,arrow
0.226273,1.60101,1.413123,0.882644,4448,8.40021,4.960295,0.89668,arrow
1.242676,2.202305,1.655228,0.751589,6768,8.819961,5.003586,0.90535,arrow
1.113137,3.336527,2.076743,0.622427,2211,7.7012,4.313293,1.758875,arrow
1.297788,2.123011,1.69425,0.798041,700,6.55108,3.949762,1.545604,arrow
1.312025,2.186493,1.689137,0.772533,1224,7.109879,4.253369,2.757068,arrow
0.489283,2.929392,1.892454,0.646023,3157,8.057377,4.468609,1.197767,arrow
1.098674,3.245041,1.898253,0.58497,1128,7.028201,3.966002,2.437203,arrow
1.249046,1.990202,1.729938,0.869227,1728,7.45472,4.329346,1.578181,arrow
0.498568,2.617034,1.84346,0.704408,17640,9.777924,5.32276,1.625632,arrow
1.00748,3.330822,2.022804,0.607299,912,6.81564,3.805426,1.867223,arrow
0.956133,3.592524,2.086086,0.580674,816,6.704414,3.728516,1.558901,arrow
0.392637,2.14606,1.710003,0.79681,4059,8.308692,4.674268,1.538231,arrow
1.080249,3.692376,2.285101,0.61887,4136,8.327484,4.602815,1.922088,arrow
0.424561,3.321032,2.003272,0.603208,9636,9.173261,5.076578,1.28746,arrow
0.896055,4.200423,2.261269,0.538343,5780,8.662159,4.689999,1.632398,arrow
0.927295,3.828786,2.074724,0.541875,4332,8.373785,4.553877,1.725891,arrow
0.449431,2.457363,2.037891,0.8293,3485,8.156223,4.54724,1.256853,arrow
1.234122,3.545461,2.099487,0.592162,1260,7.138867,4.152124,1.772462,arrow
1.306833,2.142883,1.70247,0.794476,3330,8.110728,4.744781,1.721985,arrow
0.260031,2.070631,1.674607,0.808742,3161,8.058644,4.725544,1.007359,arrow
1.308187,2.079932,1.67702,0.806286,2325,7.751475,4.567485,1.45963,arrow
0.920926,3.513396,2.051728,0.583973,1900,7.549609,4.139975,1.568018,arrow
1.237552,2.544205,1.779243,0.699332,2106,7.652546,4.413294,1.574321,arrow
0.24124,2.102388,1.627358,0.774052,3906,8.270269,4.865667,1.002714,arrow
1.273732,2.712465,1.934185,0.713073,2940,7.986165,4.629756,1.879714,arrow
1.349968,2.429062,1.730835,0.712553,2156,7.67601,4.609551,1.720771,arrow
1.22864,2.773328,1.867191,0.673267,1898,7.548556,4.350174,1.693427,arrow
0.51285,2.147637,1.679764,0.782145,5974,8.695172,4.772441,1.512261,arrow
1.306536,1.953946,1.627574,0.832968,1955,7.578145,4.477982,1.799457,arrow
1.199478,2.246481,1.724864,0.767807,4972,8.511577,4.797971,1.97386,arrow
1.199397,2.502634,1.864635,0.745069,3515,8.164795,4.624492,1.962326,arrow
1.293414,1.97601,1.617089,0.818361,5904,8.683385,5.008787,1.888552,arrow
0.195701,1.8898,1.532659,0.811016,10215,9.231613,5.444223,1.133794,arrow
1.287987,2.452087,1.77344,0.723237,3978,8.288534,4.802709,1.707029,arrow
1.184619,2.862696,2.056695,0.718447,3367,8.121777,4.587357,1.590509,arrow
1.305979,2.350888,1.767538,0.75186,3776,8.236421,4.806166,1.69558,arrow
1.351313,2.247594,1.739703,0.774029,3770,8.23483,4.891817,2.291615,arrow
1.352127,2.042729,1.719791,0.841909,4050,8.306472,4.929376,2.290826,arrow
0.627158,2.302319,1.851274,0.804091,8611,9.060796,4.902441,1.337288,arrow
0.290511,1.833942,1.599845,0.872353,11252,9.328301,5.310664,1.051714,arrow
1.217806,2.842834,2.14767,0.755468,1197,7.087574,4.106691,2.250752,arrow
1.135611,2.536145,2.022266,0.797378,6042,8.70649,4.834041,2.276993,arrow
1.128422,3.708844,2.07846,0.560406,2736,7.914252,4.431949,1.735647,arrow
1.188251,2.936185,1.966468,0.669736,11492,9.349406,5.204927,1.623558,arrow
1.207128,2.652494,1.907218,0.719028,6834,8.829665,4.965478,1.801773,arrow
1.088283,7.189155,2.305794,0.320732,3696,8.215006,4.552045,1.205697,arrow
0.77788,3.580282,2.395911,0.669196,4422,8.394347,4.543804,1.83686,arrow
0.676245,2.670622,2.096816,0.785142,5265,8.568836,4.643002,1.75357,arrow
0.577342,2.709501,2.088804,0.770918,7739,8.954028,4.868185,1.694971,arrow
1.062734,3.613302,2.191832,0.606601,4312,8.369157,4.612368,1.733157,arrow
1.154527,3.388265,2.319707,0.68463,3990,8.291547,4.643141,2.339142,arrow
0.970746,3.876023,2.113366,0.545241,3952,8.281977,4.522733,1.650669,arrow
1.261093,2.314067,1.76428,0.762415,3200,8.070906,4.653915,1.470587,arrow
1.042722,5.22965,2.401367,0.459183,4116,8.322637,4.577255,1.264414,arrow
1.242873,2.675569,1.949954,0.7288,3201,8.071219,4.62947,1.622977,arrow
0.404892,3.030408,1.879379,0.620174,3549,8.174421,4.595171,1.409668,arrow
1.132144,2.752003,1.890598,0.68699,3078,8.032035,4.493911,2.447556,arrow
1.177738,3.254763,1.980534,0.608503,6273,8.74401,4.891507,1.586695,arrow
1.145756,3.975712,1.997522,0.502431,4085,8.315077,4.647065,1.983569,arrow
1.111866,3.213894,2.090996,0.650611,3570,8.180321,4.551878,1.767851,arrow
1.124314,3.384927,2.026547,0.598697,4230,8.349957,4.646467,2.5175,arrow
1.236059,2.781446,2.077805,0.747023,4600,8.433812,4.802035,1.528974,arrow
0.312042,2.167244,1.718642,0.793008,2790,7.933797,4.582096,1.004859,arrow
0.990398,3.90603,2.227214,0.570199,2440,7.799753,4.289708,2.377226,arrow
1.144946,2.665786,1.910165,0.716549,4268,8.358901,4.668266,1.082691,arrow
0.536247,2.333244,1.821335,0.780602,6678,8.806574,4.81469,1.438528,arrow
1.138389,2.446971,1.822138,0.744651,3822,8.248529,4.607415,1.681013,arrow
1.151793,2.740449,1.890042,0.689683,6307,8.749415,4.869601,1.392265,arrow
1.151319,2.429377,1.826576,0.75187,9768,9.186867,5.087901,1.989248,arrow
1.177875,2.720734,1.861697,0.684263,9576,9.167015,5.103146,1.690537,arrow
1.082678,3.468097,2.129231,0.613948,6780,8.821732,4.851572,1.157117,arrow
1.116077,2.553656,1.838515,0.719954,3960,8.283999,4.606967,1.254077,arrow
1.088718,2.823185,1.848993,0.654932,3870,8.26101,4.575348,1.522499,arrow
1.018377,2.911041,1.943232,0.667539,3285,8.097122,4.4515,1.504113,arrow
1.142532,2.785001,1.933933,0.69441,3864,8.259458,4.616442,1.476007,arrow
1.158386,2.652151,1.7872,0.673868,4032,8.302018,4.651915,1.125723,arrow
1.082763,3.340427,2.17853,0.652171,3483,8.155649,4.518588,1.247242,arrow
1.211089,2.173365,1.704451,0.784245,5148,8.546364,4.828314,2.06196,arrow
0.352044,2.132751,1.651909,0.774544,7938,8.979417,5.053724,1.474632,arrow
1.20121,2.760254,1.940328,0.702953,4773,8.47073,4.779441,1.044743,arrow
1.074128,2.82584,1.994928,0.705959,9301,9.137877,5.003969,1.289022,arrow
1.040334,3.299817,2.002401,0.606822,6344,8.755265,4.792226,2.144132,arrow
1.223735,2.242139,1.752186,0.78148,7191,8.880586,5.010235,2.490275,arrow
1.196463,2.770455,1.928342,0.696038,2772,7.927324,4.50258,1.871237,arrow
0.348771,2.566531,1.881835,0.733221,2156,7.67601,4.405901,1.018983,arrow
1.222025,2.391621,1.874504,0.783779,3564,8.178639,4.657215,1.6461,arrow
0.827041,5.668051,2.355212,0.415524,2300,7.740664,4.218642,1.521407,arrow
0.893669,4.163711,2.18944,0.525839,2091,7.645398,4.181088,1.916028,arrow
1.127014,2.707218,1.965636,0.726072,1769,7.47817,4.212758,2.023948,arrow
0.960879,3.360234,2.150901,0.640104,4814,8.479284,4.617663,1.836934,arrow
0.497343,4.483776,2.166406,0.483166,2660,7.886081,4.377632,1.15785,arrow
0.61377,5.212429,2.556715,0.490504,5456,8.604471,4.678863,1.38336,arrow
0.920926,4.228304,2.271493,0.537211,4275,8.360539,4.54544,1.509295,arrow
0.300363,2.402759,1.901257,0.791281,3955,8.282736,4.773192,0.858628,arrow
1.242004,2.595806,1.950258,0.751311,2465,7.809947,4.497706,1.24566,arrow
0.99783,3.560354,2.226496,0.625358,2480,7.816014,4.301135,2.032099,arrow
1.120135,3.580894,1.989931,0.555708,1860,7.528332,4.232318,1.589912,arrow
1.073181,3.555777,2.053533,0.57752,3564,8.178639,4.523734,1.848796,arrow
0.999459,3.773956,2.195663,0.581794,3150,8.055158,4.421447,1.703154,arrow
1.043405,6.001395,2.941948,0.490211,4823,8.481151,4.6569,0.89817,arrow
1.140629,6.556427,2.860682,0.436317,3315,8.106213,4.538176,0.989902,arrow
0.37649,2.540657,1.868392,0.735397,2924,7.980708,4.52696,1.095433,arrow
1.19707,4.682925,2.447886,0.522726,4080,8.313852,4.696498,1.589879,arrow
1.134919,4.847883,2.497397,0.515152,2482,7.81682,4.388624,1.548764,arrow
1.126377,3.122875,2.023864,0.648077,1890,7.544332,4.245322,1.900335,arrow
1.208838,4.238164,2.174777,0.513141,4017,8.298291,4.701719,1.981467,arrow
1.349147,2.946339,2.063021,0.700198,1136,7.035269,4.287448,1.657115,arrow
1.217093,3.218842,2.056657,0.638943,1560,7.352441,4.23829,1.776911,arrow
0.566729,4.292263,2.04847,0.477247,1925,7.562681,4.177337,1.339304,arrow
1.182478,1.985545,1.6494,0.830704,1782,7.485492,4.267025,1.863577,arrow
1.160669,2.664439,1.806048,0.677834,2070,7.635304,4.320678,1.545794,arrow
1.310194,3.814624,2.154809,0.564881,7260,8.890135,5.140294,1.337931,arrow
1.232341,3.144311,2.063742,0.656341,5500,8.612503,4.886718,1.428628,arrow
1.254826,2.766184,1.914039,0.691942,884,6.784457,4.002016,1.66966,arrow
1.062067,3.05399,2.077215,0.680164,1508,7.31854,4.086647,2.035665,arrow
0.802346,5.222745,2.484549,0.475717,870,6.768493,3.731107,1.209058,arrow
0.832484,2.995339,1.880325,0.62775,9100,9.11603,4.906809,1.556978,arrow
0.867183,4.003489,2.297801,0.57395,924,6.828712,3.767648,1.53179,arrow
0.902507,3.404273,2.028183,0.595776,1140,7.038784,3.879807,1.322413,arrow
0.982794,3.246852,1.967405,0.605942,3174,8.062748,4.417969,1.409105,arrow
1.070356,3.364338,2.065191,0.613848,2240,7.714231,4.289708,1.848706,arrow
0.771315,2.807445,1.9474,0.693656,1260,7.138867,3.916205,1.562327,arrow
1.114448,3.357562,2.059909,0.613513,1485,7.30317,4.115289,1.859074,arrow
0.554307,4.190328,2.26003,0.539345,2457,7.806696,4.305342,1.235366,arrow
0.990794,3.2782,1.988461,0.606571,2204,7.698029,4.239018,1.738466,arrow
1.075909,2.947108,2.048859,0.69521,2142,7.669495,4.270943,1.999516,arrow
1.132784,10.023088,2.645131,0.263904,2923,7.980366,4.468609,1.615368,arrow
1.13894,2.693389,1.903563,0.706754,6095,8.715224,4.841233,2.439169,arrow
1.199397,2.823119,1.858597,0.658349,3515,8.164795,4.624492,1.789132,arrow
1.249046,2.194025,1.641719,0.748268,5043,8.525756,4.864865,2.219963,arrow
1.25141,1.930676,1.554588,0.805204,5334,8.581857,4.896082,2.556406,arrow
1.244095,2.230546,1.698216,0.761346,4961,8.509363,4.850135,2.009262,arrow
1.228846,3.460545,2.096872,0.605937,1239,7.12206,4.137179,1.801539,arrow
0.3917,2.19346,1.737509,0.792132,3496,8.159375,4.600549,1.112604,arrow
1.226149,2.828924,1.889824,0.668036,2184,7.688913,4.417314,2.615204,arrow
0.469428,2.448494,1.910642,0.780334,2415,7.789455,4.348589,1.263859,arrow
1.3423,2.559392,1.820411,0.711267,1720,7.45008,4.480683,2.123668,arrow
0.785398,3.133054,2.217914,0.707908,441,6.089045,3.391096,0.761642,other
1.019141,3.134616,2.063797,0.658389,104,4.644391,2.725519,2.068545,other
0.420284,6.825624,3.048468,0.446621,73305,11.202384,6.094936,0.675118,other
0.380292,6.217927,3.092169,0.497299,257763,12.459796,6.762479,0.601529,other
0.416367,8.751936,3.148774,0.35978,89550,11.402552,6.198555,0.608161,other
0.574523,9.016132,4.024101,0.446322,23370,10.059208,5.422031,0.724351,other
0.373215,7.347896,3.147061,0.428294,97110,11.4836,6.281924,0.641875,other
0.422946,7.110096,3.091678,0.434829,91553,11.424673,6.20371,0.660485,other
0.463648,8.159291,2.847682,0.349011,29282,10.284728,5.60051,0.51032,other
0.48879,11.685727,2.679966,0.229337,37914,10.543076,5.71179,0.778122,other
0.52413,41.766371,2.593729,0.062101,32469,10.388041,5.612208,0.543309,other
0.54135,44.129837,2.52472,0.057211,60040,11.002766,5.910043,0.658499,other
0.38119,5.841602,3.053854,0.522777,101808,11.530844,6.29706,0.599587,other
0.418811,6.698714,3.150285,0.470282,100014,11.513065,6.251599,0.604784,other
0.314144,5.078371,2.739067,0.539359,85838,11.360217,6.2924,0.781057,other
0.616297,7.227912,3.699591,0.511848,49368,10.807058,5.77926,0.60947,other
0.340871,5.082132,2.864129,0.563568,99640,11.509319,6.332135,0.7868,other
1.063698,14.916051,2.048877,0.137361,45,3.806662,2.33172,0.697469,other
0.453158,6.737548,3.25127,0.48256,57960,10.967508,5.94994,0.550341,other
0.414707,6.818553,3.064592,0.449449,110942,11.616763,6.307175,0.771909,other
0.294805,5.199634,2.748849,0.528662,58254,10.972568,6.126318,0.671227,other
0.369167,6.068536,3.049983,0.50259,43680,10.684646,5.88686,0.597815,other
0.337035,6.211194,2.879912,0.463665,48230,10.783737,5.974107,0.752979,other
0.488334,7.449766,3.358034,0.450757,44064,10.693398,5.78726,0.515264,other
0.349607,6.157987,3.007404,0.488375,84000,11.338572,6.236186,0.585947,other
0.352736,7.061706,2.878596,0.407635,48776,10.794994,5.9607,0.551823,other
0.523144,229.483588,2.615187,0.011396,26660,10.19092,5.514217,0.538067,other
0.277769,195.587475,2.388733,0.012213,17679,9.780133,5.556537,0.393168,other
0.833748,32.734345,2.82148,0.086193,15340,9.638219,5.168024,0.542204,other
0.335639,141.832814,2.49535,0.017594,52245,10.863699,6.015842,0.384271,other
0.347767,6.127167,3.137497,0.512063,113680,11.641143,6.389667,0.536609,other
0.39613,107.856725,2.522737,0.02339,42294,10.652401,5.842653,0.355929,other
0.764853,84.915916,2.024815,0.023845,85228,11.353085,6.023538,0.946365,other
0.452154,50.403966,2.560247,0.050795,38080,10.547444,5.740697,0.403112,other
0.486899,135.741351,2.661307,0.019606,34425,10.446538,5.664802,0.488593,other
0.465123,102.329257,2.635843,0.025758,36856,10.514774,5.714429,0.508334,other
0.783464,95.207421,2.09967,0.022054,66822,11.109788,5.901471,0.782911,other
0.46686,6.997063,3.167038,0.452624,70124,11.15802,6.034763,0.578823,other
0.578558,267.725481,2.681264,0.010015,114114,11.644953,6.213112,0.457094,other
0.226049,199.184857,2.324209,0.011669,54544,10.906763,6.214034,0.453924,other
0.46209,125.563712,2.624006,0.020898,32896,10.401106,5.659871,0.542774,other
0.563081,5.451633,2.663392,0.488549,16160,9.690294,5.242866,0.848045,other
0.305497,6.479881,2.997436,0.462576,79158,11.279201,6.264015,0.647643,other
0.260491,5.336774,2.970782,0.556663,83291,11.330096,6.360468,0.670212,other
0.467311,6.079819,2.668367,0.438889,23980,10.084975,5.497907,0.803312,other
0.687269,18.042518,2.513662,0.139319,36888,10.515642,5.614086,0.555419,other
0.299705,593.522755,2.433758,0.004101,16776,9.727705,5.496639,0.687187,other
0.282727,5.145715,2.782395,0.540721,216864,12.287026,6.802084,0.663285,other
0.39268,5.406448,3.078024,0.569325,152106,11.932333,6.486046,0.634814,other
0.699108,278.798882,2.718437,0.009751,20724,9.939048,5.323581,0.949085,other
0.591491,79.665004,2.54362,0.031929,26334,10.178616,5.474464,0.536879,other
0.640586,7.839064,3.44003,0.438832,9020,9.1072,4.921444,0.646501,other
0.272523,6.691687,2.955007,0.441594,58624,10.978899,6.164472,0.596726,other
0.294427,5.952585,2.822955,0.47424,56592,10.943623,6.11241,0.496306,other
0.459985,128.802745,2.566879,0.019929,148237,11.906568,6.414197,0.495087,other
0.333798,6.495587,2.959677,0.455644,47988,10.778706,5.975671,0.562799,other
0.30953,5.035553,3.010533,0.597855,56146,10.935711,6.08656,0.648229,other
0.715304,116.438402,2.644838,0.022714,69090,11.143165,5.923086,0.481347,other
0.296512,5.793709,2.716516,0.468873,168661,12.035646,6.655315,0.721545,other
0.717012,51.697105,2.571787,0.049747,21216,9.962511,5.33252,0.487136,other
0.422854,5.470806,3.122724,0.570798,131220,11.784631,6.383771,0.584515,other
0.45986,6.520407,3.197171,0.490333,138598,11.839333,6.380675,0.654541,other
0.361147,6.419169,3.034202,0.472678,180351,12.10266,6.604823,0.610433,other
0.371387,6.707871,3.012459,0.449093,235734,12.370459,6.727337,0.622181,other
0.306231,5.926668,2.981739,0.503105,93568,11.446444,6.34659,0.622864,other
0.347457,5.862682,3.086868,0.526528,66340,11.102548,6.120742,0.583575,other
0.776009,70.751752,2.529603,0.035753,45365,10.722496,5.70791,0.693428,other
0.386971,5.478913,3.075555,0.561344,180215,12.101906,6.576607,0.554114,other
0.367814,289.837431,2.436157,0.008405,37994,10.545184,5.818619,0.483317,other
0.276044,520.855951,2.418821,0.004644,24319,10.099013,5.718767,0.592537,other
0.297403,6.40101,2.948035,0.460558,45430,10.723928,5.998135,0.562727,other
0.317198,6.255695,3.137483,0.50154,51480,10.848949,6.032589,0.457705,other
0.390005,5.521883,3.130074,0.566849,183975,12.122555,6.583846,0.573043,other
0.571337,587.770294,2.699672,0.004593,172494,12.058118,6.422927,0.461434,other
0.395938,6.35549,3.360691,0.528785,78373,11.269235,6.151259,0.626567,other
0.483831,9.640869,3.183663,0.330226,34170,10.439103,5.663183,0.597937,other
0.444257,8.853614,2.86401,0.323485,109212,11.601046,6.273811,0.744429,other
0.496044,6.445715,3.279085,0.508723,35190,10.468517,5.669697,0.536066,other
0.422251,9.920789,3.15521,0.31804,19251,9.865318,5.424649,0.670697,other
0.434178,6.81754,3.260637,0.478272,14857,9.606226,5.28476,0.689769,other
0.416065,7.172431,3.148209,0.438932,52288,10.864522,5.929815,0.451956,other
0.479254,8.462174,3.293692,0.389225,65860,11.095287,5.994459,0.521446,other
0.334868,42.388055,2.365883,0.055815,30488,10.325088,5.747508,0.37882,other
0.658895,101.662126,2.708691,0.026644,39550,10.585321,5.655411,0.553527,other
0.339515,5.477315,2.95795,0.540036,175545,12.075651,6.616976,0.567112,other
0.38148,6.19719,3.160699,0.510021,201072,12.211418,6.637044,0.59739,other
0.323514,6.075614,2.92123,0.480812,87210,11.376074,6.287681,0.567187,other
0.344797,5.690699,2.921858,0.513445,132326,11.793024,6.469188,0.579522,other
0.360901,6.606032,3.01768,0.456807,24929,10.123787,5.615666,0.583515,other
0.399023,8.246492,3.091669,0.374907,30284,10.318375,5.672803,0.584697,other
0.355113,7.855456,3.0382,0.386763,21360,9.969275,5.545063,0.518086,other
0.407571,240.04461,2.522532,0.010509,42840,10.665228,5.838036,0.594687,other
0.306188,6.33533,2.903485,0.458301,30380,10.32154,5.784199,0.571239,other
0.750325,226.589051,2.648534,0.011689,29205,10.282095,5.488852,0.558206,other
0.675305,208.858485,2.721147,0.013029,37368,10.52857,5.623078,0.542381,other
0.268655,5.581654,2.87024,0.514227,87265,11.376705,6.36981,0.451394,other
0.34549,6.910712,3.034145,0.439049,104566,11.557574,6.350624,0.578418,other
0.36326,6.517257,3.086064,0.473522,81488,11.308211,6.20521,0.760158,other
0.212032,155.208234,2.316525,0.014925,92355,11.433395,6.507284,0.515752,other
0.331335,5.442246,3.090019,0.567784,75348,11.229873,6.204394,0.503464,other
0.24005,143.92956,2.358,0.016383,55926,10.931785,6.198704,0.49726,other
0.322872,5.768762,3.037011,0.526458,95765,11.469653,6.335321,0.475191,other
0.291107,5.698675,2.771128,0.486276,82268,11.317737,6.304476,0.540899,other
0.608148,45.198136,2.626157,0.058103,80004,11.289832,6.023588,0.610508,other
0.169894,742.117936,2.281081,0.003074,88191,11.38726,6.589578,0.485829,other
0.437362,8.446227,3.081782,0.364871,93423,11.444893,6.201416,0.594192,other
0.42112,51.710021,2.520065,0.048735,103200,11.544424,6.265209,0.405132,other
0.438859,187.54407,2.582458,0.01377,91287,11.421764,6.188603,0.409788,other
0.434244,350.719425,2.577705,0.00735,35328,10.472431,5.717806,0.548288,other
0.413611,47.14524,2.4328,0.051602,30130,10.313277,5.656438,0.530706,other
0.504926,8.462218,3.196567,0.377746,54149,10.899495,5.879494,0.54469,other
0.49279,83.01769,2.53293,0.030511,51937,10.857787,5.866472,0.6287,other
0.311495,6.630435,2.879619,0.434303,110943,11.616772,6.424345,0.543648,other
0.376411,158.304073,2.468801,0.015595,25300,10.13856,5.605971,0.528898,other
0.558449,56.22707,2.591917,0.046097,222681,12.313496,6.5567,0.60857,other
0.478831,128.558967,2.511259,0.019534,156465,11.960588,6.427407,0.470973,other
0.568258,8.168691,3.466957,0.42442,55944,10.932106,5.861338,0.566999,other
0.704494,107.718764,3.058761,0.028396,3060,8.02617,4.366233,1.152634,other
0.381349,7.257928,3.01487,0.41539,67076,11.113582,6.088263,0.434431,other
0.365425,6.721039,3.057029,0.454845,80960,11.30171,6.199535,0.424725,other
0.321751,5.709483,3.034238,0.531438,62208,11.038239,6.121106,0.550613,other
0.429762,11.499374,3.020442,0.262661,51744,10.854064,5.91245,0.695864,other
0.327098,7.105185,2.853627,0.401626,68096,11.128674,6.159272,0.604727,other
0.335893,6.097011,3.150956,0.516803,113430,11.638941,6.403142,0.544796,other
0.422387,6.9671,3.214648,0.461404,89000,11.396392,6.190065,0.580644,other
0.637693,114.021458,2.759427,0.024201,20418,9.924172,5.330801,0.624664,other
0.673997,32.650739,2.716661,0.083204,21484,9.975064,5.34662,0.583154,other
0.746956,52.636997,2.699024,0.051276,16875,9.733589,5.214847,0.584952,other
0.773904,61.572892,2.689627,0.043682,17028,9.742614,5.218013,0.580608,other
0.764993,237.262777,2.738534,0.011542,15000,9.615805,5.154893,0.49485,other
0.739975,40.330071,2.645203,0.065589,39123,10.574466,5.635873,0.569189,other
0.669811,75.338665,2.538084,0.033689,17582,9.774631,5.24737,0.621639,other
0.261885,239.389634,2.383787,0.009958,63050,11.051683,6.21884,0.475138,other
0.282555,318.637729,2.452482,0.007697,22599,10.025661,5.671673,0.416177,other
0.669437,878.170821,2.711166,0.003087,51054,10.840639,5.780462,0.595741,other
0.647212,161.418467,2.699437,0.016723,22360,10.015029,5.373432,0.475703,other
0.672247,75.072273,2.680469,0.035705,30576,10.327971,5.523473,0.532267,other
0.306515,142.143053,2.41777,0.017009,44744,10.708713,5.977319,0.445971,other
0.60265,105.527359,2.600688,0.024645,37674,10.536725,5.649104,0.459342,other
0.66541,64.842122,2.453972,0.037845,44082,10.693807,5.708015,0.560102,other
0.309047,4.730605,2.900834,0.613206,79182,11.279504,6.259135,0.593679,other
0.603643,40.545138,2.522981,0.062226,33069,10.406352,5.583539,0.576652,other
0.275911,161.157775,2.381524,0.014778,31208,10.34843,5.843691,0.436762,other
0.348771,6.234947,3.059429,0.490691,42284,10.652164,5.893978,0.506421,other
0.402158,7.56853,3.15916,0.417407,20774,9.941457,5.481307,0.474985,other
0.610165,62.202252,2.667942,0.042891,90109,11.408775,6.082318,0.420861,other
0.444972,10.236816,3.091655,0.302013,37654,10.536194,5.740805,0.510311,other
0.222784,289.93666,2.333057,0.008047,43263,10.675053,6.104958,0.404354,other
0.634088,678.543288,2.656596,0.003915,62274,11.039299,5.889476,0.912135,other
0.624023,326.53671,2.649958,0.008115,115200,11.654425,6.200293,0.407066,other
0.630681,292.588188,2.704756,0.009244,72450,11.190652,5.966229,1.012985,other
0.682088,115.564753,2.718426,0.023523,22110,10.003785,5.359216,0.484597,other
0.63783,406.519178,2.716898,0.006683,21420,9.97208,5.354714,0.425723,other
0.652018,383.302954,2.720291,0.007097,38304,10.55331,5.641234,0.648994,other
0.632297,210.581399,2.637786,0.012526,60768,11.014819,5.877799,0.597478,other
0.557021,355.920316,2.650151,0.007446,129504,11.771467,6.286385,0.457835,other
0.314232,719.297973,2.443132,0.003397,229320,12.342874,6.783607,0.754787,other
0.404892,7.078576,3.234491,0.456941,44436,10.701805,5.858863,0.641499,other
0.384169,7.575223,3.059459,0.403877,72333,11.189036,6.123055,0.524769,other
0.696205,90.416666,2.665149,0.029476,60032,11.002633,5.855888,0.506176,other
0.56213,8.600687,3.597777,0.418313,40640,10.612508,5.704427,0.493044,other
0.412844,6.637163,3.005792,0.452873,57717,10.963307,5.98216,0.526675,other
0.416329,6.639106,3.160184,0.475995,152880,11.937409,6.466018,0.368346,other
0.387645,7.354491,3.065047,0.416759,34102,10.437111,5.743522,0.588801,other
